index	promptID	pairID	genre	sentence1_binary_parse	sentence2_binary_parse	sentence1_parse	sentence2_parse	sentence1	sentence2	label1	label2	label3	label4	label5	gold_label
2632	2632	2632	crowd:downward_monotone					Het is geen misdaad om van een dief te stelen.	Het is geen echte misdaad om van een dief te stelen.						entailment
2633	2633	2633	crowd:downward_monotone					Geen menselijke macht kan dat aan.	Geen menselijke wetsmacht kan dat aan.						entailment
2634	2634	2634	crowd:downward_monotone					Geen menselijke lage macht kan dat aan.	Geen menselijke macht kan dat aan.						neutral
2635	2635	2635	crowd:downward_monotone					Onze familie viert geen kerst.	Onze familie viert geen kerst dit jaar.						entailment
2636	2636	2636	crowd:downward_monotone					Onze familie viert geen kerst dit jaar.	Onze familie viert geen kerst.						neutral
2637	2637	2637	crowd:downward_monotone					Onze familie viert geen kerst.	Onze familie viert geen heilige kerst.						entailment
2638	2638	2638	crowd:downward_monotone					Onze familie viert geen kerst.	Onze familie viert geen orthodoxe kerst.						entailment
2639	2639	2639	crowd:downward_monotone					Onze familie viert geen orthodoxe kerst.	Onze familie viert geen kerst.						neutral
2640	2640	2640	crowd:downward_monotone					Ik hou niet van verandering.	Ik hou niet van verandering om de verandering.						entailment
2641	2641	2641	crowd:downward_monotone					Ik hou niet van verandering.	Ik hou niet van verandering als het onbekend voor me is.						entailment
2642	2642	2642	crowd:downward_monotone					Ik hou niet van verandering als het onbekend voor me is.	Ik hou niet van verandering.						neutral
2643	2643	2643	crowd:downward_monotone					Ik hou niet van verandering.	Ik hou niet van constante verandering.						entailment
2644	2644	2644	crowd:downward_monotone					Ik hou niet van constante verandering.	Ik hou niet van verandering.						neutral
2645	2645	2645	crowd:downward_monotone					Ik neem aan dat dit niet het beste moment is om om een promotie te vragen.	Ik neem aan dat dit niet het beste moment is om om een langverwachte promotie te vragen.						entailment
2646	2646	2646	crowd:downward_monotone:conjunction					Hij had een fataal gebrek aan vermogen om logisch na te denken.	Hij had een fataal gebrek aan vermogen en snelheid om logisch na te denken.						entailment
2647	2647	2647	crowd:downward_monotone:lexical_knowledge					Hij had een fataal gebrek aan vermogen om logisch na te denken.	Hij had een fataal gebrek aan capaciteit om logisch na te denken.						entailment
2648	2648	2648	crowd:downward_monotone:lexical_knowledge					Hij had een fataal gebrek aan vermogen om logisch na te denken.	Hij had een fataal gebrek aan vaardigheid om logisch na te denken.						entailment
2649	2649	2649	crowd:downward_monotone					Ik heb niet eens een huis.	Ik heb niet eens een huis om te verblijven.						entailment
2650	2650	2650	crowd:downward_monotone					Ik heb niet eens een huis om te verblijven.	Ik heb niet eens een huis.						neutral
2651	2651	2651	crowd:downward_monotone					Ik heb niet eens een huis.	Ik heb niet eens een mooi huis.						entailment
2652	2652	2652	crowd:downward_monotone					Ik heb niet eens een mooi huis.	Ik heb niet eens een huis.						neutral
2653	2653	2653	crowd:downward_monotone					Tom wil niet in een appartement wonen.	Tom wil niet in een oud appartement wonen.						entailment
2654	2654	2654	crowd:downward_monotone					Tom wil niet in een oud appartement wonen.	Tom wil niet in een appartement wonen.						neutral
2655	2655	2655	crowd:downward_monotone:lexical_knowledge					Tom wil niet in een appartement wonen.	Tom wil niet in een appartement wonen.						entailment
2656	2656	2656	crowd:downward_monotone					Tom wil niet in een appartement wonen.	Tom wil niet in een stedelijk appartement wonen.						entailment
2657	2657	2657	crowd:downward_monotone					Tom wil niet in een stedelijk appartement wonen.	Tom wil niet in een appartement wonen.						neutral
2658	2658	2658	crowd:downward_monotone:disjunction					Tom wilde geen poker spelen.	Tom wilde geen poker of uno spelen.						neutral
2659	2659	2659	crowd:downward_monotone:disjunction					Tom wilde geen poker of uno spelen.	Tom wilde geen poker spelen.						entailment
2660	2660	2660	crowd:downward_monotone:lexical_knowledge					Ik kan me de melodie van dat liedje niet herinneren.	Ik kan me de melodie van die tekst niet herinneren.						entailment
2661	2661	2661	crowd:downward_monotone:lexical_knowledge					Ik kan me de melodie van dat liedje niet herinneren.	Ik kan me de melodie van die muziek niet herinneren.						entailment
2662	2662	2662	crowd:downward_monotone					Ik kan me de melodie van dat liedje niet herinneren.	Ik kan me de melodie van dat coldplay liedje niet herinneren.						entailment
2663	2663	2663	crowd:downward_monotone					Ik kan me de melodie van dat liedje niet herinneren.	Ik kan me de melodie van die alinea van het liedje niet herinneren.						entailment
2664	2664	2664	crowd:downward_monotone:lexical_knowledge					Ik kan me de melodie van dat liedje niet herinneren.	Ik kan me de melodie van dat couplet niet herinneren.						entailment
2665	2665	2665	crowd:downward_monotone					Ze rijdt niet uit angst voor een ongeluk.	Ze rijdt niet uit angst voor een erg ongeluk.						entailment
2666	2666	2666	crowd:downward_monotone					Ze rijdt niet uit angst voor een ongeluk.	Ze rijdt niet uit angst voor een dom ongeluk.						entailment
2667	2667	2667	crowd:downward_monotone:lexical_knowledge					Ze rijdt niet uit angst voor een ongeluk.	Ze rijdt niet uit fobie voor een ongeluk.						entailment
2668	2668	2668	crowd:downward_monotone					Ik was toen maar een zevenjarig meisje.	Ik was toen maar een zevenjarig slim meisje.						entailment
2669	2669	2669	crowd:upward_monotone:lexical_knowledge					Ik was toen maar een zevenjarig meisje.	Ik was toen maar een zevenjarig kind.						entailment
2670	2670	2670	crowd:upward_monotone:lexical_knowledge					Ik was toen maar een zevenjarig kind.	Ik was toen maar een zevenjarig meisje.						neutral
2671	2671	2671	crowd:downward_monotone					De zaak is van geen belang.	De zaak is van geen groot belang.						entailment
2672	2672	2672	crowd:downward_monotone					De zaak is van geen belang.	De zaak is van geen belang voor ons.						entailment
2673	2673	2673	crowd:downward_monotone					De zaak is van geen belang voor ons.	De zaak is van geen belang.						neutral
2674	2674	2674	crowd:downward_monotone					Iedere scheiding is een voorproefje van de dood.	Iedere opeenvolgende scheiding is een voorproefje van de dood.						entailment
2675	2675	2675	crowd:downward_monotone					Iedere scheiding is een voorproefje van de dood.	Iedere verzekerende scheiding is een voorproefje van de dood.						entailment
2676	2676	2676	crowd:downward_monotone					Iedere verzekerende scheiding is een voorproefje van de dood.	Iedere scheiding is een voorproefje van de dood.						neutral
2677	2677	2677	crowd:downward_monotone					Ik zal geen vragen beantwoorden.	Ik zal geen gevoelige vragen beantwoorden.						entailment
2678	2678	2678	crowd:downward_monotone					Ik zal geen gevoelige vragen beantwoorden.	Ik zal geen vragen beantwoorden.						neutral
2679	2679	2679	crowd:downward_monotone:lexical_knowledge					Iedere hoer was ooit een maagd.	Iedere prostituee was ooit een maagd.						entailment
2680	2680	2680	crowd:downward_monotone:lexical_knowledge					Iedere hoer was ooit een maagd.	Iedere hoer was ooit een maagd.						entailment
2681	2681	2681	crowd:downward_monotone					Iedere hoer was ooit een maagd.	Iedere aardige hoer was ooit een maagd.						entailment
2682	2682	2682	crowd:downward_monotone					Iedere hoer was ooit een maagd.	Iedere professionele hoer was ooit een maagd.						entailment
2683	2683	2683	crowd:downward_monotone					Deze zin heeft geen auteurs.	Deze zin heeft geen herkenbare auteurs.						entailment
2684	2684	2684	crowd:downward_monotone					Deze zin heeft geen auteurs.	Deze zin heeft geen rechtmatige auteurs.						entailment
2685	2685	2685	crowd:downward_monotone:disjunction					Deze zin heeft geen auteurs.	Deze zin heeft geen schrijvers of auteurs.						entailment
2686	2686	2686	crowd:downward_monotone					Deze zin heeft geen auteurs.	Deze zin heeft geen gecertificeerde auteurs.						entailment
2687	2687	2687	crowd:downward_monotone					Tom heeft geen harige armen.	Tom heeft geen harige zwarte armen.						entailment
2688	2688	2688	crowd:downward_monotone					Tom heeft geen harige zwarte armen.	Tom heeft geen harige armen.						neutral
2689	2689	2689	crowd:downward_monotone					Ze heeft niet veel eten om te geven.	Ze heeft niet veel chocolaatjes om te geven.						entailment
2690	2690	2690	crowd:downward_monotone					Ze heeft niet veel chocolaatjes om te geven.	Ze heeft niet veel eten om te geven.						neutral
2691	2691	2691	crowd:downward_monotone:conjunction					Ik wil onnodige risico’s vermijden.	Ik wil onnodige risico’s en ongeluk vermijden.						entailment
2692	2692	2692	crowd:downward_monotone					Hij spreekt geen Japans thuis.	Hij spreekt geen Japans met zijn vrouw thuis.						entailment
2693	2693	2693	crowd:downward_monotone					Hij spreekt geen Japans met zijn vrouw thuis.	Hij spreekt geen Japans thuis.						neutral
2694	2694	2694	crowd:downward_monotone					Hij spreekt geen Japans thuis.	Hij spreekt geen Japans thuis na werk.						entailment
2695	2695	2695	crowd:downward_monotone					Hij spreekt geen Japans thuis na werk.	Hij spreekt geen Japans thuis.						neutral
2696	2696	2696	crowd:downward_monotone					Ik ben in geen positie om jou te helpen.	Ik ben in geen correcte positie om jou te helpen.						entailment
2697	2697	2697	crowd:downward_monotone					Ik ben in geen correcte positie om jou te helpen.	Ik ben in geen positie om jou te helpen.						neutral
2698	2698	2698	crowd:downward_monotone					Ik eet geen appelklokhuizen.	Ik eet geen rijpe appelklokhuizen.						entailment
2699	2699	2699	crowd:downward_monotone					Ik eet geen rijpe appelklokhuizen.	Ik eet geen appelklokhuizen.						neutral
2700	2700	2700	crowd:downward_monotone:disjunction					Ik eet geen appelklokhuizen.	Ik eet geen rode of groene appelklokhuizen.						entailment
2701	2701	2701	crowd:downward_monotone:disjunction					Ik eet geen rode of groene appelklokhuizen.	Ik eet geen appelklokhuizen.						neutral
2702	2702	2702	crowd:downward_monotone					Tom is nooit in problemen geweest in zijn leven.	Tom is nooit in zulke problemen geweest in zijn leven.						entailment
2703	2703	2703	crowd:downward_monotone:npi					Tom is nooit in problemen geweest in zijn leven.	Tom is nooit in enige problemen geweest in zijn leven.						entailment
2704	2704	2704	crowd:downward_monotone					Tom is nooit in problemen geweest in zijn leven.	Tom is nooit in belangrijke problemen geweest in zijn leven.						entailment
2705	2705	2705	crowd:downward_monotone					Slecht weer is geen obstakel.	Slecht weer is geen slecht obstakel.						entailment
2706	2706	2706	crowd:downward_monotone					Slecht weer is geen obstakel.	Slecht weer is nog geen onoverkomelijk obstakel.						entailment
2707	2707	2707	crowd:downward_monotone					Slecht weer is geen obstakel.	Slecht weer is geen serieus obstakel.						entailment
2708	2708	2708	crowd:downward_monotone:lexical_knowledge					Slecht weer is geen obstakel.	Slecht weer is geen probleem.						entailment
2709	2709	2709	crowd:downward_monotone:lexical_knowledge					Slecht weer is geen obstakel.	Slecht weer is geen hinder.						entailment
2710	2710	2710	crowd:downward_monotone					Slecht weer is geen obstakel.	Slecht weer is geen obstakel voor ons.						entailment
2711	2711	2711	crowd:downward_monotone					Slecht weer is geen obstakel.	Slecht weer is geen obstakel om dat museum te bezoeken.						entailment
2712	2712	2712	crowd:downward_monotone					Slecht weer is geen obstakel om dat museum te bezoeken.	Slecht weer is geen obstakel.						neutral
2713	2713	2713	crowd:downward_monotone					Ik speel geen pool.	Ik speel geen 8-ball pool.						entailment
2714	2714	2714	crowd:downward_monotone					Ik speel geen 8-ball pool.	Ik speel geen pool.						neutral
2715	2715	2715	crowd:downward_monotone:conjunction					Ik speel geen pool.	Ik speel geen glad en gestreepte pool.						entailment
2716	2716	2716	crowd:downward_monotone:conjunction					Ik speel geen glad en gestreepte pool.	Ik speel geen pool.						neutral
2717	2717	2717	crowd:downward_monotone					Tom zei dat hij geen koffie drinkt.	Tom zei dat hij geen zwarte koffie drinkt.						entailment
2718	2718	2718	crowd:downward_monotone					Tom zei dat hij geen zwarte koffie drinkt.	Tom zei dat hij geen koffie drinkt.						neutral
2719	2719	2719	crowd:downward_monotone					Tom verplaatste geen centimeter.	Tom verplaatste geen centimeter van waar hij was.						entailment
2720	2720	2720	crowd:downward_monotone					Tom verplaatste geen centimeter.	Tom verplaatste geen centimeter van zijn huis.						entailment
2721	2721	2721	crowd:downward_monotone					Tom verplaatste geen centimeter van zijn huis.	Tom verplaatste geen centimeter.						neutral
2722	2722	2722	crowd:downward_monotone					Tom verplaatste geen centimeter.	Tom verplaatste geen centimeter van waar hij op jou aan het wachten was.						entailment
2723	2723	2723	crowd:downward_monotone					Tom verplaatste geen centimeter van waar hij op jou aan het wachten was.	Tom verplaatste geen centimeter.						neutral
2724	2724	2724	crowd:downward_monotone					Mijn broer houdt niet van de smaak van zeeegel.	Mijn broer houdt niet van de smaak van rode zeeegel.						entailment
2725	2725	2725	crowd:downward_monotone					Mijn broer houdt niet van de smaak van rode zeeegel.	Mijn broer houdt niet van de smaak van zeeegel.						neutral
2726	2726	2726	crowd:downward_monotone					Mijn broer houdt niet van de smaak van zeeegel.	Mijn broer houdt niet van de smaak van zeeegels in alle oceanen.						entailment
2727	2727	2727	crowd:upward_monotone:conjunction					Alle jongens vinden het leuk om honkbal te spelen.	Alle jongens and meisjes vinden het leuk om honkbal te spelen.						neutral
2728	2728	2728	crowd:upward_monotone:conjunction					Alle jongens and meisjes vinden het leuk om honkbal te spelen.	Alle jongens vinden het leuk om honkbal te spelen.						entailment
2729	2729	2729	crowd:downward_monotone					Ze spreekt geen Japans thuis.	Ze spreekt nog geen Japans thuis.						entailment
2730	2730	2730	crowd:downward_monotone:npi					Ik drink helemaal geen koffie.	Ik drink helemaal geen zwarte koffie.						entailment
2731	2731	2731	crowd:downward_monotone:npi					Ik drink helemaal geen zwarte koffie.	Ik drink helemaal geen koffie.						neutral
2732	2732	2732	crowd:downward_monotone:npi					Ik drink helemaal geen koffie.	Ik drink helemaal geen koffie met koekjes.						entailment
